Product,Current Factory,Alt Factory,Region,Ship Mode,Current Lead Time,Alt Lead Time,LT Reduction (days),LT Reduction (%),Current Distance,Alt Distance,Risk Level
Wonka Gum,Secret Factory,Sugar Shack,Atlantic,First Class,1342.01,1344.7,-2.69,-0.2,813.31,1299.59,Medium Risk
Wonka Gum,Secret Factory,The Other Factory,Atlantic,First Class,1342.01,1341.26,0.75,0.06,813.31,676.7,Low Risk
Wonka Gum,Secret Factory,Lot's O' Nuts,Atlantic,Second Class,1342.01,1348.19,-6.18,-0.46,813.31,1931.99,High Risk
Wonka Gum,Secret Factory,Wicked Choccy's,Atlantic,Second Class,1342.01,1339.01,3.0,0.22,813.31,269.13,Low Risk
Wonka Gum,Secret Factory,Sugar Shack,Atlantic,Second Class,1342.01,1344.7,-2.69,-0.2,813.31,1299.59,Medium Risk
Wonka Gum,Secret Factory,The Other Factory,Atlantic,Second Class,1342.01,1341.26,0.75,0.06,813.31,676.7,Low Risk
Wonka Gum,Secret Factory,Lot's O' Nuts,Atlantic,Same Day,1342.01,1348.19,-6.18,-0.46,813.31,1931.99,High Risk
Wonka Gum,Secret Factory,Wicked Choccy's,Atlantic,Same Day,1342.01,1339.01,3.0,0.22,813.31,269.13,Low Risk
Wonka Gum,Secret Factory,Sugar Shack,Atlantic,Same Day,1342.01,1344.7,-2.69,-0.2,813.31,1299.59,Medium Risk
Wonka Gum,Secret Factory,The Other Factory,Atlantic,Same Day,1342.01,1341.26,0.75,0.06,813.31,676.7,Low Risk
Wonka Gum,Secret Factory,Lot's O' Nuts,Gulf,Standard Class,1342.22,1342.99,-0.77,-0.06,850.99,990.51,Medium Risk
Wonka Gum,Secret Factory,Wicked Choccy's,Gulf,Standard Class,1342.22,1342.28,-0.06,-0.0,850.99,860.86,Medium Risk
Wonka Gum,Secret Factory,Sugar Shack,Gulf,Standard Class,1342.22,1344.53,-2.31,-0.17,850.99,1269.24,Medium Risk
Wonka Gum,Secret Factory,The Other Factory,Gulf,Standard Class,1342.22,1340.21,2.01,0.15,850.99,485.76,Low Risk
Wonka Gum,Secret Factory,Lot's O' Nuts,Gulf,First Class,1342.22,1342.99,-0.77,-0.06,850.99,990.51,Medium Risk
Wonka Gum,Secret Factory,Wicked Choccy's,Gulf,First Class,1342.22,1342.28,-0.06,-0.0,850.99,860.86,Medium Risk
Wonka Gum,Secret Factory,Sugar Shack,Gulf,First Class,1342.22,1344.53,-2.31,-0.17,850.99,1269.24,Medium Risk
Wonka Gum,Secret Factory,The Other Factory,Gulf,First Class,1342.22,1340.21,2.01,0.15,850.99,485.76,Low Risk
Wonka Gum,Secret Factory,Lot's O' Nuts,Gulf,Second Class,1342.22,1342.99,-0.77,-0.06,850.99,990.51,Medium Risk
Wonka Gum,Secret Factory,Wicked Choccy's,Gulf,Second Class,1342.22,1342.28,-0.06,-0.0,850.99,860.86,Medium Risk
Wonka Gum,Secret Factory,Sugar Shack,Gulf,Second Class,1342.22,1344.53,-2.31,-0.17,850.99,1269.24,Medium Risk
Wonka Gum,Secret Factory,The Other Factory,Gulf,Second Class,1342.22,1340.21,2.01,0.15,850.99,485.76,Low Risk
Wonka Gum,Secret Factory,Lot's O' Nuts,Gulf,Same Day,1342.22,1342.99,-0.77,-0.06,850.99,990.51,Medium Risk
Wonka Gum,Secret Factory,Wicked Choccy's,Gulf,Same Day,1342.22,1342.28,-0.06,-0.0,850.99,860.86,Medium Risk
Wonka Gum,Secret Factory,Sugar Shack,Gulf,Same Day,1342.22,1344.53,-2.31,-0.17,850.99,1269.24,Medium Risk
Wonka Gum,Secret Factory,The Other Factory,Gulf,Same Day,1342.22,1340.21,2.01,0.15,850.99,485.76,Low Risk
Wonka Gum,Secret Factory,Lot's O' Nuts,Pacific,Standard Class,1346.29,1339.63,6.66,0.49,1587.89,381.6,Low Risk
Wonka Gum,Secret Factory,Wicked Choccy's,Pacific,Standard Class,1346.29,1349.36,-3.07,-0.23,1587.89,2143.85,High Risk
Wonka Gum,Secret Factory,Sugar Shack,Pacific,Standard Class,1346.29,1345.78,0.51,0.04,1587.89,1495.26,Medium Risk
Wonka Gum,Secret Factory,The Other Factory,Pacific,Standard Class,1346.29,1346.38,-0.09,-0.01,1587.89,1604.38,High Risk
Wonka Gum,Secret Factory,Lot's O' Nuts,Pacific,First Class,1346.29,1339.63,6.66,0.49,1587.89,381.6,Low Risk
Wonka Gum,Secret Factory,Wicked Choccy's,Pacific,First Class,1346.29,1349.36,-3.07,-0.23,1587.89,2143.85,High Risk
Wonka Gum,Secret Factory,Sugar Shack,Pacific,First Class,1346.29,1345.78,0.51,0.04,1587.89,1495.26,Medium Risk
Wonka Gum,Secret Factory,The Other Factory,Pacific,First Class,1346.29,1346.38,-0.09,-0.01,1587.89,1604.38,High Risk
Wonka Gum,Secret Factory,Lot's O' Nuts,Pacific,Second Class,1346.29,1339.63,6.66,0.49,1587.89,381.6,Low Risk
Wonka Gum,Secret Factory,Wicked Choccy's,Pacific,Second Class,1346.29,1349.36,-3.07,-0.23,1587.89,2143.85,High Risk
Wonka Gum,Secret Factory,Sugar Shack,Pacific,Second Class,1346.29,1345.78,0.51,0.04,1587.89,1495.26,Medium Risk
Wonka Gum,Secret Factory,The Other Factory,Pacific,Second Class,1346.29,1346.38,-0.09,-0.01,1587.89,1604.38,High Risk
Wonka Gum,Secret Factory,Lot's O' Nuts,Pacific,Same Day,1346.29,1339.63,6.66,0.49,1587.89,381.6,Low Risk
Wonka Gum,Secret Factory,Wicked Choccy's,Pacific,Same Day,1346.29,1349.36,-3.07,-0.23,1587.89,2143.85,High Risk
Wonka Gum,Secret Factory,Sugar Shack,Pacific,Same Day,1346.29,1345.78,0.51,0.04,1587.89,1495.26,Medium Risk
Wonka Gum,Secret Factory,The Other Factory,Pacific,Same Day,1346.29,1346.38,-0.09,-0.01,1587.89,1604.38,High Risk
Kazookles,The Other Factory,Lot's O' Nuts,Interior,Standard Class,1312.6,1314.39,-1.79,-0.14,550.73,875.45,Medium Risk
Kazookles,The Other Factory,Wicked Choccy's,Interior,Standard Class,1312.6,1315.59,-2.99,-0.23,550.73,1092.4,Medium Risk
Kazookles,The Other Factory,Sugar Shack,Interior,Standard Class,1312.6,1312.9,-0.3,-0.02,550.73,605.2,Low Risk
Kazookles,The Other Factory,Secret Factory,Interior,Standard Class,1312.6,1311.94,0.66,0.05,550.73,430.51,Low Risk
Kazookles,The Other Factory,Lot's O' Nuts,Interior,First Class,1312.6,1314.39,-1.79,-0.14,550.73,875.45,Medium Risk
Kazookles,The Other Factory,Wicked Choccy's,Interior,First Class,1312.6,1315.59,-2.99,-0.23,550.73,1092.4,Medium Risk
Kazookles,The Other Factory,Sugar Shack,Interior,First Class,1312.6,1312.9,-0.3,-0.02,550.73,605.2,Low Risk
Kazookles,The Other Factory,Secret Factory,Interior,First Class,1312.6,1311.94,0.66,0.05,550.73,430.51,Low Risk
Kazookles,The Other Factory,Lot's O' Nuts,Interior,Second Class,1312.6,1314.39,-1.79,-0.14,550.73,875.45,Medium Risk
Kazookles,The Other Factory,Wicked Choccy's,Interior,Second Class,1312.6,1315.59,-2.99,-0.23,550.73,1092.4,Medium Risk
Kazookles,The Other Factory,Sugar Shack,Interior,Second Class,1312.6,1312.9,-0.3,-0.02,550.73,605.2,Low Risk
Kazookles,The Other Factory,Secret Factory,Interior,Second Class,1312.6,1311.94,0.66,0.05,550.73,430.51,Low Risk
Kazookles,The Other Factory,Lot's O' Nuts,Interior,Same Day,1312.6,1314.39,-1.79,-0.14,550.73,875.45,Medium Risk
Kazookles,The Other Factory,Wicked Choccy's,Interior,Same Day,1312.6,1315.59,-2.99,-0.23,550.73,1092.4,Medium Risk
Kazookles,The Other Factory,Sugar Shack,Interior,Same Day,1312.6,1312.9,-0.3,-0.02,550.73,605.2,Low Risk
Kazookles,The Other Factory,Secret Factory,Interior,Same Day,1312.6,1311.94,0.66,0.05,550.73,430.51,Low Risk
Kazookles,The Other Factory,Lot's O' Nuts,Atlantic,Standard Class,1313.29,1320.23,-6.94,-0.53,676.7,1931.99,High Risk
Kazookles,The Other Factory,Wicked Choccy's,Atlantic,Standard Class,1313.29,1311.04,2.25,0.17,676.7,269.13,Low Risk
Kazookles,The Other Factory,Sugar Shack,Atlantic,Standard Class,1313.29,1316.73,-3.44,-0.26,676.7,1299.59,Medium Risk
Kazookles,The Other Factory,Secret Factory,Atlantic,Standard Class,1313.29,1314.05,-0.76,-0.06,676.7,813.31,Medium Risk
Kazookles,The Other Factory,Lot's O' Nuts,Atlantic,First Class,1313.29,1320.23,-6.94,-0.53,676.7,1931.99,High Risk
Kazookles,The Other Factory,Wicked Choccy's,Atlantic,First Class,1313.29,1311.04,2.25,0.17,676.7,269.13,Low Risk
Kazookles,The Other Factory,Sugar Shack,Atlantic,First Class,1313.29,1316.73,-3.44,-0.26,676.7,1299.59,Medium Risk
Kazookles,The Other Factory,Secret Factory,Atlantic,First Class,1313.29,1314.05,-0.76,-0.06,676.7,813.31,Medium Risk
Kazookles,The Other Factory,Lot's O' Nuts,Atlantic,Second Class,1313.29,1320.23,-6.94,-0.53,676.7,1931.99,High Risk
Kazookles,The Other Factory,Wicked Choccy's,Atlantic,Second Class,1313.29,1311.04,2.25,0.17,676.7,269.13,Low Risk
Kazookles,The Other Factory,Sugar Shack,Atlantic,Second Class,1313.29,1316.73,-3.44,-0.26,676.7,1299.59,Medium Risk
Kazookles,The Other Factory,Secret Factory,Atlantic,Second Class,1313.29,1314.05,-0.76,-0.06,676.7,813.31,Medium Risk
Kazookles,The Other Factory,Lot's O' Nuts,Atlantic,Same Day,1313.29,1320.23,-6.94,-0.53,676.7,1931.99,High Risk
Kazookles,The Other Factory,Wicked Choccy's,Atlantic,Same Day,1313.29,1311.04,2.25,0.17,676.7,269.13,Low Risk
Kazookles,The Other Factory,Sugar Shack,Atlantic,Same Day,1313.29,1316.73,-3.44,-0.26,676.7,1299.59,Medium Risk
Kazookles,The Other Factory,Secret Factory,Atlantic,Same Day,1313.29,1314.05,-0.76,-0.06,676.7,813.31,Medium Risk
Kazookles,The Other Factory,Lot's O' Nuts,Gulf,Standard Class,1312.24,1315.03,-2.79,-0.21,485.76,990.51,Medium Risk
Kazookles,The Other Factory,Wicked Choccy's,Gulf,Standard Class,1312.24,1314.31,-2.07,-0.16,485.76,860.86,Medium Risk
Kazookles,The Other Factory,Sugar Shack,Gulf,Standard Class,1312.24,1316.57,-4.33,-0.33,485.76,1269.24,Medium Risk
Kazookles,The Other Factory,Secret Factory,Gulf,Standard Class,1312.24,1314.26,-2.02,-0.15,485.76,850.99,Medium Risk
Kazookles,The Other Factory,Lot's O' Nuts,Gulf,First Class,1312.24,1315.03,-2.79,-0.21,485.76,990.51,Medium Risk
Kazookles,The Other Factory,Wicked Choccy's,Gulf,First Class,1312.24,1314.31,-2.07,-0.16,485.76,860.86,Medium Risk
Kazookles,The Other Factory,Sugar Shack,Gulf,First Class,1312.24,1316.57,-4.33,-0.33,485.76,1269.24,Medium Risk
Kazookles,The Other Factory,Secret Factory,Gulf,First Class,1312.24,1314.26,-2.02,-0.15,485.76,850.99,Medium Risk
Kazookles,The Other Factory,Lot's O' Nuts,Gulf,Second Class,1312.24,1315.03,-2.79,-0.21,485.76,990.51,Medium Risk
Kazookles,The Other Factory,Wicked Choccy's,Gulf,Second Class,1312.24,1314.31,-2.07,-0.16,485.76,860.86,Medium Risk
Kazookles,The Other Factory,Sugar Shack,Gulf,Second Class,1312.24,1316.57,-4.33,-0.33,485.76,1269.24,Medium Risk
Kazookles,The Other Factory,Secret Factory,Gulf,Second Class,1312.24,1314.26,-2.02,-0.15,485.76,850.99,Medium Risk
Kazookles,The Other Factory,Lot's O' Nuts,Gulf,Same Day,1312.24,1315.03,-2.79,-0.21,485.76,990.51,Medium Risk
Kazookles,The Other Factory,Wicked Choccy's,Gulf,Same Day,1312.24,1314.31,-2.07,-0.16,485.76,860.86,Medium Risk
Kazookles,The Other Factory,Sugar Shack,Gulf,Same Day,1312.24,1316.57,-4.33,-0.33,485.76,1269.24,Medium Risk
Kazookles,The Other Factory,Secret Factory,Gulf,Same Day,1312.24,1314.26,-2.02,-0.15,485.76,850.99,Medium Risk
Kazookles,The Other Factory,Lot's O' Nuts,Pacific,Standard Class,1318.42,1311.67,6.75,0.51,1604.38,381.6,Low Risk
Kazookles,The Other Factory,Wicked Choccy's,Pacific,Standard Class,1318.42,1321.4,-2.98,-0.23,1604.38,2143.85,High Risk
Kazookles,The Other Factory,Sugar Shack,Pacific,Standard Class,1318.42,1317.81,0.61,0.05,1604.38,1495.26,Medium Risk
Kazookles,The Other Factory,Secret Factory,Pacific,Standard Class,1318.42,1318.33,0.09,0.01,1604.38,1587.89,High Risk
Kazookles,The Other Factory,Lot's O' Nuts,Pacific,First Class,1318.42,1311.67,6.75,0.51,1604.38,381.6,Low Risk
Kazookles,The Other Factory,Wicked Choccy's,Pacific,First Class,1318.42,1321.4,-2.98,-0.23,1604.38,2143.85,High Risk
Kazookles,The Other Factory,Sugar Shack,Pacific,First Class,1318.42,1317.81,0.61,0.05,1604.38,1495.26,Medium Risk
Kazookles,The Other Factory,Secret Factory,Pacific,First Class,1318.42,1318.33,0.09,0.01,1604.38,1587.89,High Risk
Kazookles,The Other Factory,Lot's O' Nuts,Pacific,Second Class,1318.42,1311.67,6.75,0.51,1604.38,381.6,Low Risk
Kazookles,The Other Factory,Wicked Choccy's,Pacific,Second Class,1318.42,1321.4,-2.98,-0.23,1604.38,2143.85,High Risk
Kazookles,The Other Factory,Sugar Shack,Pacific,Second Class,1318.42,1317.81,0.61,0.05,1604.38,1495.26,Medium Risk
Kazookles,The Other Factory,Secret Factory,Pacific,Second Class,1318.42,1318.33,0.09,0.01,1604.38,1587.89,High Risk
Kazookles,The Other Factory,Lot's O' Nuts,Pacific,Same Day,1318.42,1311.67,6.75,0.51,1604.38,381.6,Low Risk
Kazookles,The Other Factory,Wicked Choccy's,Pacific,Same Day,1318.42,1321.4,-2.98,-0.23,1604.38,2143.85,High Risk
Kazookles,The Other Factory,Sugar Shack,Pacific,Same Day,1318.42,1317.81,0.61,0.05,1604.38,1495.26,Medium Risk
Kazookles,The Other Factory,Secret Factory,Pacific,Same Day,1318.42,1318.33,0.09,0.01,1604.38,1587.89,High Risk
Lickable Wallpaper,Secret Factory,Lot's O' Nuts,Interior,Standard Class,1346.43,1348.88,-2.45,-0.18,430.51,875.45,Medium Risk
Lickable Wallpaper,Secret Factory,Wicked Choccy's,Interior,Standard Class,1346.43,1350.08,-3.65,-0.27,430.51,1092.4,Medium Risk
Lickable Wallpaper,Secret Factory,Sugar Shack,Interior,Standard Class,1346.43,1347.39,-0.96,-0.07,430.51,605.2,Low Risk
Lickable Wallpaper,Secret Factory,The Other Factory,Interior,Standard Class,1346.43,1347.09,-0.66,-0.05,430.51,550.73,Low Risk
Lickable Wallpaper,Secret Factory,Lot's O' Nuts,Interior,First Class,1346.43,1348.88,-2.45,-0.18,430.51,875.45,Medium Risk
Lickable Wallpaper,Secret Factory,Wicked Choccy's,Interior,First Class,1346.43,1350.08,-3.65,-0.27,430.51,1092.4,Medium Risk
Lickable Wallpaper,Secret Factory,Sugar Shack,Interior,First Class,1346.43,1347.39,-0.96,-0.07,430.51,605.2,Low Risk
Lickable Wallpaper,Secret Factory,The Other Factory,Interior,First Class,1346.43,1347.09,-0.66,-0.05,430.51,550.73,Low Risk
Lickable Wallpaper,Secret Factory,Lot's O' Nuts,Interior,Second Class,1346.43,1348.88,-2.45,-0.18,430.51,875.45,Medium Risk
Lickable Wallpaper,Secret Factory,Wicked Choccy's,Interior,Second Class,1346.43,1350.08,-3.65,-0.27,430.51,1092.4,Medium Risk
Lickable Wallpaper,Secret Factory,Sugar Shack,Interior,Second Class,1346.43,1347.39,-0.96,-0.07,430.51,605.2,Low Risk
Lickable Wallpaper,Secret Factory,The Other Factory,Interior,Second Class,1346.43,1347.09,-0.66,-0.05,430.51,550.73,Low Risk
Lickable Wallpaper,Secret Factory,Lot's O' Nuts,Interior,Same Day,1346.43,1348.88,-2.45,-0.18,430.51,875.45,Medium Risk
Lickable Wallpaper,Secret Factory,Wicked Choccy's,Interior,Same Day,1346.43,1350.08,-3.65,-0.27,430.51,1092.4,Medium Risk
Lickable Wallpaper,Secret Factory,Sugar Shack,Interior,Same Day,1346.43,1347.39,-0.96,-0.07,430.51,605.2,Low Risk
Lickable Wallpaper,Secret Factory,The Other Factory,Interior,Same Day,1346.43,1347.09,-0.66,-0.05,430.51,550.73,Low Risk
Lickable Wallpaper,Secret Factory,Lot's O' Nuts,Atlantic,Standard Class,1348.54,1354.72,-6.18,-0.46,813.31,1931.99,High Risk
Lickable Wallpaper,Secret Factory,Wicked Choccy's,Atlantic,Standard Class,1348.54,1345.54,3.0,0.22,813.31,269.13,Low Risk
Lickable Wallpaper,Secret Factory,Sugar Shack,Atlantic,Standard Class,1348.54,1351.23,-2.69,-0.2,813.31,1299.59,Medium Risk
Lickable Wallpaper,Secret Factory,The Other Factory,Atlantic,Standard Class,1348.54,1347.79,0.75,0.06,813.31,676.7,Low Risk
Lickable Wallpaper,Secret Factory,Lot's O' Nuts,Atlantic,First Class,1348.54,1354.72,-6.18,-0.46,813.31,1931.99,High Risk
Lickable Wallpaper,Secret Factory,Wicked Choccy's,Atlantic,First Class,1348.54,1345.54,3.0,0.22,813.31,269.13,Low Risk
Lickable Wallpaper,Secret Factory,Sugar Shack,Atlantic,First Class,1348.54,1351.23,-2.69,-0.2,813.31,1299.59,Medium Risk
Lickable Wallpaper,Secret Factory,The Other Factory,Atlantic,First Class,1348.54,1347.79,0.75,0.06,813.31,676.7,Low Risk
Lickable Wallpaper,Secret Factory,Lot's O' Nuts,Atlantic,Second Class,1348.54,1354.72,-6.18,-0.46,813.31,1931.99,High Risk
Lickable Wallpaper,Secret Factory,Wicked Choccy's,Atlantic,Second Class,1348.54,1345.54,3.0,0.22,813.31,269.13,Low Risk
Lickable Wallpaper,Secret Factory,Sugar Shack,Atlantic,Second Class,1348.54,1351.23,-2.69,-0.2,813.31,1299.59,Medium Risk
Lickable Wallpaper,Secret Factory,The Other Factory,Atlantic,Second Class,1348.54,1347.79,0.75,0.06,813.31,676.7,Low Risk
Lickable Wallpaper,Secret Factory,Lot's O' Nuts,Atlantic,Same Day,1348.54,1354.72,-6.18,-0.46,813.31,1931.99,High Risk
Lickable Wallpaper,Secret Factory,Wicked Choccy's,Atlantic,Same Day,1348.54,1345.54,3.0,0.22,813.31,269.13,Low Risk
Lickable Wallpaper,Secret Factory,Sugar Shack,Atlantic,Same Day,1348.54,1351.23,-2.69,-0.2,813.31,1299.59,Medium Risk
Lickable Wallpaper,Secret Factory,The Other Factory,Atlantic,Same Day,1348.54,1347.79,0.75,0.06,813.31,676.7,Low Risk
Lickable Wallpaper,Secret Factory,Lot's O' Nuts,Gulf,Standard Class,1348.75,1349.52,-0.77,-0.06,850.99,990.51,Medium Risk
Lickable Wallpaper,Secret Factory,Wicked Choccy's,Gulf,Standard Class,1348.75,1348.8,-0.05,-0.0,850.99,860.86,Medium Risk
Lickable Wallpaper,Secret Factory,Sugar Shack,Gulf,Standard Class,1348.75,1351.06,-2.31,-0.17,850.99,1269.24,Medium Risk
Lickable Wallpaper,Secret Factory,The Other Factory,Gulf,Standard Class,1348.75,1346.73,2.02,0.15,850.99,485.76,Low Risk
Lickable Wallpaper,Secret Factory,Lot's O' Nuts,Gulf,First Class,1348.75,1349.52,-0.77,-0.06,850.99,990.51,Medium Risk
Lickable Wallpaper,Secret Factory,Wicked Choccy's,Gulf,First Class,1348.75,1348.8,-0.05,-0.0,850.99,860.86,Medium Risk
Lickable Wallpaper,Secret Factory,Sugar Shack,Gulf,First Class,1348.75,1351.06,-2.31,-0.17,850.99,1269.24,Medium Risk
Lickable Wallpaper,Secret Factory,The Other Factory,Gulf,First Class,1348.75,1346.73,2.02,0.15,850.99,485.76,Low Risk
Lickable Wallpaper,Secret Factory,Lot's O' Nuts,Gulf,Second Class,1348.75,1349.52,-0.77,-0.06,850.99,990.51,Medium Risk
Lickable Wallpaper,Secret Factory,Wicked Choccy's,Gulf,Second Class,1348.75,1348.8,-0.05,-0.0,850.99,860.86,Medium Risk
Lickable Wallpaper,Secret Factory,Sugar Shack,Gulf,Second Class,1348.75,1351.06,-2.31,-0.17,850.99,1269.24,Medium Risk
Lickable Wallpaper,Secret Factory,The Other Factory,Gulf,Second Class,1348.75,1346.73,2.02,0.15,850.99,485.76,Low Risk
Lickable Wallpaper,Secret Factory,Lot's O' Nuts,Gulf,Same Day,1348.75,1349.52,-0.77,-0.06,850.99,990.51,Medium Risk
Lickable Wallpaper,Secret Factory,Wicked Choccy's,Gulf,Same Day,1348.75,1348.8,-0.05,-0.0,850.99,860.86,Medium Risk
Lickable Wallpaper,Secret Factory,Sugar Shack,Gulf,Same Day,1348.75,1351.06,-2.31,-0.17,850.99,1269.24,Medium Risk
Lickable Wallpaper,Secret Factory,The Other Factory,Gulf,Same Day,1348.75,1346.73,2.02,0.15,850.99,485.76,Low Risk
Lickable Wallpaper,Secret Factory,Lot's O' Nuts,Pacific,Standard Class,1352.82,1346.16,6.66,0.49,1587.89,381.6,Low Risk
Lickable Wallpaper,Secret Factory,Wicked Choccy's,Pacific,Standard Class,1352.82,1355.89,-3.07,-0.23,1587.89,2143.85,High Risk
Lickable Wallpaper,Secret Factory,Sugar Shack,Pacific,Standard Class,1352.82,1352.31,0.51,0.04,1587.89,1495.26,Medium Risk
Lickable Wallpaper,Secret Factory,The Other Factory,Pacific,Standard Class,1352.82,1352.91,-0.09,-0.01,1587.89,1604.38,High Risk
Lickable Wallpaper,Secret Factory,Lot's O' Nuts,Pacific,First Class,1352.82,1346.16,6.66,0.49,1587.89,381.6,Low Risk
Lickable Wallpaper,Secret Factory,Wicked Choccy's,Pacific,First Class,1352.82,1355.89,-3.07,-0.23,1587.89,2143.85,High Risk
Lickable Wallpaper,Secret Factory,Sugar Shack,Pacific,First Class,1352.82,1352.31,0.51,0.04,1587.89,1495.26,Medium Risk
Lickable Wallpaper,Secret Factory,The Other Factory,Pacific,First Class,1352.82,1352.91,-0.09,-0.01,1587.89,1604.38,High Risk
Lickable Wallpaper,Secret Factory,Lot's O' Nuts,Pacific,Second Class,1352.82,1346.16,6.66,0.49,1587.89,381.6,Low Risk
Lickable Wallpaper,Secret Factory,Wicked Choccy's,Pacific,Second Class,1352.82,1355.89,-3.07,-0.23,1587.89,2143.85,High Risk
Lickable Wallpaper,Secret Factory,Sugar Shack,Pacific,Second Class,1352.82,1352.31,0.51,0.04,1587.89,1495.26,Medium Risk
Lickable Wallpaper,Secret Factory,The Other Factory,Pacific,Second Class,1352.82,1352.91,-0.09,-0.01,1587.89,1604.38,High Risk
Lickable Wallpaper,Secret Factory,Lot's O' Nuts,Pacific,Same Day,1352.82,1346.16,6.66,0.49,1587.89,381.6,Low Risk
Lickable Wallpaper,Secret Factory,Wicked Choccy's,Pacific,Same Day,1352.82,1355.89,-3.07,-0.23,1587.89,2143.85,High Risk
Lickable Wallpaper,Secret Factory,Sugar Shack,Pacific,Same Day,1352.82,1352.31,0.51,0.04,1587.89,1495.26,Medium Risk
Lickable Wallpaper,Secret Factory,The Other Factory,Pacific,Same Day,1352.82,1352.91,-0.09,-0.01,1587.89,1604.38,High Risk
Fizzy Lifting Drinks,Sugar Shack,Lot's O' Nuts,Interior,Standard Class,1340.23,1341.72,-1.49,-0.11,605.2,875.45,Medium Risk
Fizzy Lifting Drinks,Sugar Shack,Wicked Choccy's,Interior,Standard Class,1340.23,1342.92,-2.69,-0.2,605.2,1092.4,Medium Risk
Fizzy Lifting Drinks,Sugar Shack,Secret Factory,Interior,Standard Class,1340.23,1339.27,0.96,0.07,605.2,430.51,Low Risk
Fizzy Lifting Drinks,Sugar Shack,The Other Factory,Interior,Standard Class,1340.23,1339.93,0.3,0.02,605.2,550.73,Low Risk
Fizzy Lifting Drinks,Sugar Shack,Lot's O' Nuts,Interior,First Class,1340.23,1341.72,-1.49,-0.11,605.2,875.45,Medium Risk
Fizzy Lifting Drinks,Sugar Shack,Wicked Choccy's,Interior,First Class,1340.23,1342.92,-2.69,-0.2,605.2,1092.4,Medium Risk
Fizzy Lifting Drinks,Sugar Shack,Secret Factory,Interior,First Class,1340.23,1339.27,0.96,0.07,605.2,430.51,Low Risk
Fizzy Lifting Drinks,Sugar Shack,The Other Factory,Interior,First Class,1340.23,1339.93,0.3,0.02,605.2,550.73,Low Risk
Fizzy Lifting Drinks,Sugar Shack,Lot's O' Nuts,Interior,Second Class,1340.23,1341.72,-1.49,-0.11,605.2,875.45,Medium Risk
Fizzy Lifting Drinks,Sugar Shack,Wicked Choccy's,Interior,Second Class,1340.23,1342.92,-2.69,-0.2,605.2,1092.4,Medium Risk
Fizzy Lifting Drinks,Sugar Shack,Secret Factory,Interior,Second Class,1340.23,1339.27,0.96,0.07,605.2,430.51,Low Risk
Fizzy Lifting Drinks,Sugar Shack,The Other Factory,Interior,Second Class,1340.23,1339.93,0.3,0.02,605.2,550.73,Low Risk
Fizzy Lifting Drinks,Sugar Shack,Lot's O' Nuts,Interior,Same Day,1340.23,1341.72,-1.49,-0.11,605.2,875.45,Medium Risk
Fizzy Lifting Drinks,Sugar Shack,Wicked Choccy's,Interior,Same Day,1340.23,1342.92,-2.69,-0.2,605.2,1092.4,Medium Risk
Fizzy Lifting Drinks,Sugar Shack,Secret Factory,Interior,Same Day,1340.23,1339.27,0.96,0.07,605.2,430.51,Low Risk
Fizzy Lifting Drinks,Sugar Shack,The Other Factory,Interior,Same Day,1340.23,1339.93,0.3,0.02,605.2,550.73,Low Risk
Fizzy Lifting Drinks,Sugar Shack,Lot's O' Nuts,Atlantic,Standard Class,1344.07,1347.56,-3.49,-0.26,1299.59,1931.99,High Risk
Fizzy Lifting Drinks,Sugar Shack,Wicked Choccy's,Atlantic,Standard Class,1344.07,1338.38,5.69,0.42,1299.59,269.13,Low Risk
Fizzy Lifting Drinks,Sugar Shack,Secret Factory,Atlantic,Standard Class,1344.07,1341.38,2.69,0.2,1299.59,813.31,Medium Risk
Fizzy Lifting Drinks,Sugar Shack,The Other Factory,Atlantic,Standard Class,1344.07,1340.63,3.44,0.26,1299.59,676.7,Low Risk
Fizzy Lifting Drinks,Sugar Shack,Lot's O' Nuts,Atlantic,First Class,1344.07,1347.56,-3.49,-0.26,1299.59,1931.99,High Risk
Fizzy Lifting Drinks,Sugar Shack,Wicked Choccy's,Atlantic,First Class,1344.07,1338.38,5.69,0.42,1299.59,269.13,Low Risk
Fizzy Lifting Drinks,Sugar Shack,Secret Factory,Atlantic,First Class,1344.07,1341.38,2.69,0.2,1299.59,813.31,Medium Risk
Fizzy Lifting Drinks,Sugar Shack,The Other Factory,Atlantic,First Class,1344.07,1340.63,3.44,0.26,1299.59,676.7,Low Risk
Fizzy Lifting Drinks,Sugar Shack,Lot's O' Nuts,Atlantic,Second Class,1344.07,1347.56,-3.49,-0.26,1299.59,1931.99,High Risk
Fizzy Lifting Drinks,Sugar Shack,Wicked Choccy's,Atlantic,Second Class,1344.07,1338.38,5.69,0.42,1299.59,269.13,Low Risk
Fizzy Lifting Drinks,Sugar Shack,Secret Factory,Atlantic,Second Class,1344.07,1341.38,2.69,0.2,1299.59,813.31,Medium Risk
Fizzy Lifting Drinks,Sugar Shack,The Other Factory,Atlantic,Second Class,1344.07,1340.63,3.44,0.26,1299.59,676.7,Low Risk
Fizzy Lifting Drinks,Sugar Shack,Lot's O' Nuts,Atlantic,Same Day,1344.07,1347.56,-3.49,-0.26,1299.59,1931.99,High Risk
